name,url,summary
Duurzaamheidsverslaggeving (CSRD),https://minoren-han.nl/en/659-duurzaamheidsverslaggeving-csrd,"The Duurzaamheidsverslaggeving (CSRD) minor focuses on preparing students to integrate Environmental, Social, and Governance (ESG) principles into business strategies, reporting, and decision-making. The program equips them with skills in analyzing sustainability trends, advising on CSRD implementation, and conducting impactful presentations. Key domains include corporate sustainability, ESG frameworks, and data-driven decision-making for future-proof business models."
Duurzame leefomgeving: een wereld om te ontdekken,https://minoren-han.nl/en/610-duurzame-leefomgeving-een-wereld-om-te-ontdekken,"The minor **Duurzame leefomgeving** focuses on developing expertise in sustainable living, with an emphasis on environmental education and practical fieldwork. Key skills include teaching methodologies, designing educational activities, and conducting research on local and global sustainability challenges. The program integrates knowledge of flora, fauna, soil, water management, and human impact on the environment, supported by hands-on learning and stages at schools or educational organizations. Opportunities for international short stages are also available, encouraging students to apply their skills in diverse contexts."
Education in International Perspective,https://minoren-han.nl/en/122-education-in-international-perspective,"The **Education in International Perspective** program at HAN focuses on broadening your understanding of global education through international collaboration and reflection. Key areas include tutoring, school placement (for native speakers), plurilingual education, IT in the classroom, and more. Skills developed include interpersonal, didactic, pedagogical, organizational, and cooperative competencies."
Educational Needs,https://minoren-han.nl/en/489-educational-needs,"The ""Educational Needs"" minor at Hogeschool van Arnhem en Nijmegen (HAN) prepares future educators to work with diverse student needs, focusing on inclusive education and cultural diversity. It emphasizes developing professional identities, understanding educational contexts, and acquiring practical skills for supporting students with various learning or behavioral challenges. The program is designed for primary or secondary education professionals, blending theoretical knowledge with real-world applications through stages and assignments."
"Effectief leiderschap: Human Resource Management voor
                          leidinggevenden",https://minoren-han.nl/en/604-effectief-leiderschap-human-resource-management-voor-leidinggevenden,"The program ""Effectief Leiderschap: Human Resource Management voor leidinggevenden"" focuses on developing personal and professional skills for future leaders, emphasizing effective leadership, HRM strategies, and related competencies such as communication and problem-solving. It combines theoretical knowledge with practical tasks and guest lectures from industry experts. The key domains include strategic management, HR policies, and legal/financial aspects relevant to leadership roles in various sectors."
"Embedded Vision Design and Machine Learning
                          (deeltijd)",https://minoren-han.nl/en/608-embedded-vision-design-and-machine-learning-deeltijd,"The program focuses on **embedded vision design** and **machine learning**, equipping students with expertise in applying vision algorithms and AI for object classification. Key technologies include OpenCV, Matlab, Qt, and Cortex-M microcontrollers, emphasizing practical project work and programming skills (Python, C/C++) in a block minor format aligned with engineering competencies."
"Embedded Vision Design and Machine Learning
                          (full-time)",https://minoren-han.nl/en/609-embedded-vision-design-and-machine-learning-full-time,"**Summary:** This 30-credit minor focuses on embedding vision algorithms and machine learning into systems. It equips students with Python/C/C++ programming skills and tools like OpenCV for tasks such as image recognition and object classification, preparing them to develop AI-driven solutions in embedded systems. The program is structured around three subjects: image processing, machine learning, and deep learning, supported by practical projects."
Energy Innovations: duurzaam transformeren,https://minoren-han.nl/en/651-energy-innovations-duurzaam-transformeren,"The minor ""Energy Innovations: duurzaam transformeren"" focuses on integrating technical, economic, social, and environmental perspectives in energy transitions. It aims to develop students' ability to lead complex projects and collaborate across disciplines, with an emphasis on renewable energy, energy efficiency, smart grids, and sustainable community practices."
Evenementenmanagement,https://minoren-han.nl/en/150-evenementenmanagement,"The minor ""Eventenmanagement"" at HAN focuses on developing skills in event organization and management. Students will learn to create event concepts, manage projects, handle sponsorships, and more, gaining practical experience by organizing their own events. The program emphasizes strategic planning, communication, teamwork, and personal development through hands-on projects."
"Financieel (MKB-)adviseur van de toekomst i.c.m.
                          applied Business Analytics & Innovation",https://minoren-han.nl/en/422-financieel-mkb-adviseur-van-de-toekomst-i-c-m-applied-business-analytics-innovation,"**Program Summary:**

This program prepares students to become future financial advisors specializing in SMEs (MKB) and self-employed individuals (ZZP). It integrates fiscal and financial advice with business analytics and innovation, focusing on navigating life events for entrepreneurs and managing business cycles. Students gain expertise in financial planning, compliance, fundraising methods, and strategic valuation, supported by tools like Big Data and AI. The curriculum combines theoretical knowledge with practical projects, guest lectures, and industry visits, emphasizing communication skills to build trust with clients. The program targets HBO students in finance, tax, accountancy, or business studies, offering a comprehensive blend of theory and practice. Applications are managed through Alluris for HAN students and Kiesopmaat.nl for others."
"Financieel (MKB-)adviseur van de toekomst i.c.m. in
                          gesprek met je MKB-klant",https://minoren-han.nl/en/423-financieel-mkb-adviseur-van-de-toekomst-i-c-m-in-gesprek-met-je-mkb-klant,"The program equips students with advanced financial advisory skills for SMEs, focusing on personal life events and business cycles. It emphasizes communication and trust-building with clients, utilizing financial tools and analytics for strategic advice."
Financieel advies particulieren,https://minoren-han.nl/en/181-financieel-advies-particulieren,"**Program Summary:**  
This 30-EC minor focuses on personal financial planning and advisory skills for bachelor students. It covers topics like insurance, social security, income protection, savings, investments, and mortgages. Students prepare to advise individuals by earning four WFT certifications, including Vermogen (Asset Management) and Hypothecair Krediet (Mortgage Lending). The minor is structured around three modules: Financial Advice, Investments, and Income/Vermagen Advice. It aims to broaden students' professional competencies in financial advisory roles."
"Financieel management voor niet-financiële
                          professionals",https://minoren-han.nl/en/182-financieel-management-voor-niet-financiele-professionals,"**Program Summary:**

The program ""Financieel Management voor Niet-Financiële Professionals"" at HAN in Arnhem is designed to equip non-finance professionals with the skills to understand financial implications of their decisions. Over 30 credits, students explore financial management through modules like financial statement analysis, investment evaluation, and decision-making tools. The program emphasizes theoretical knowledge and practical application, preparing participants for roles such as HRM, logistics, or project management in sectors like Food, Education, or Healthcare.

Key technologies/domain: Finance, business management, and organizational planning."
"Fiscaal adviseur van de toekomst i.c.m. applied
                          Business Analytics & Innovation",https://minoren-han.nl/en/424-fiscaal-adviseur-van-de-toekomst-i-c-m-applied-business-analytics-innovation,"This program equips students with advanced fiscal, legal, and financial expertise while integrating data analytics tools to drive innovation in financial services. Key technologies include Big Data, AI, Python, FinTech, TaxTech, and more, focusing on finance, law, and business innovation."
"Fiscaal adviseur van de toekomst i.c.m. in gesprek
                          met je MKB-klant",https://minoren-han.nl/en/425-fiscaal-adviseur-van-de-toekomst-i-c-m-in-gesprek-met-je-mkb-klant,"This minor prepares students to become fiscal advisors, focusing on business restructuring, legal aspects of family law, and effective client communication. It emphasizes financial strategies and leverages data tools to drive decisions within the MKB sector."
"Gebiedsontwikkeling en herbestemmen (van gebouwen)
                          (deeltijd)",https://minoren-han.nl/en/614-gebiedsontwikkeling-en-herbestemmen-van-gebouwen-deeltijd,"**Summary:** This part-time program focuses on developing skills in area development and building reuse, emphasizing sustainability, energy transition, and healthy environments. It combines architecture, construction techniques, and cost management, preparing professionals for complex projects through collaborative case studies and practical work."
"Gelijke kansen bevorderen met én voor mensen met een
                          lichte verstandelijke beperking",https://minoren-han.nl/en/624-gelijke-kansen-bevorderen-met-en-voor-mensen-met-een-lichte-verstandelijke-beperking,"**Summary:**
This minor focuses on promoting equality and inclusion for people with mild intellectual disabilities. It equips students with skills in communication, problem-solving, ethical decision-making, and working with diverse groups, particularly in social and community contexts. The program involves collaboration with professionals from various fields and emphasizes practical learning through real-world applications."
Ggz-agoog (deeltijd),https://minoren-han.nl/en/65-ggz-agoog-deeltijd,"This part-time minor (GGZ-agoog) focuses on developing expertise in supporting individuals with mental health challenges or substance use issues. It emphasizes skills in multidisciplinary teamwork, social support approaches, needs assessment, and care coordination. The key domains include mental health and social work practices."
Ggz-agoog (voltijd),https://minoren-han.nl/en/64-ggz-agoog-voltijd,"The GGZ-agoog minor focuses on developing skills to support individuals with psychiatric challenges through therapeutic communication, rehabilitation methods, and network development in mental health care. The program integrates theoretical knowledge with practical experience in mental health settings, preparing students to work effectively as GGZ-agoogs in diverse fields such as child/youth, adults, the elderly, forensic cases, addiction, and prevention."
Global Awareness (full-time),https://minoren-han.nl/en/322-global-awareness-full-time,"**Minor Global Awareness at HAN: An Overview**

The Minor Global Awareness (GA) is a comprehensive program designed for students to gain international exposure and contribute to sustainable development through hands-on experiences and academic engagement. Here's a structured overview of the program:

1. **Program Focus**: 
   - Emphasizes global awareness, intercultural communication, and sustainable development.
   - Encourages students to engage in projects that positively impact society and the environment.

2. **Structure**:
   - **Preparation Phase**: Includes guest lectures and buddy assignments to facilitate connections with peers.
   - **Intensive Week**: Covers topics like Participatory Action Research (PAR), digital storytelling, intercultural communication, and English skills.
   - **Abroad Experience**: 16 weeks of work or research at NGOs, educational institutions, or companies aligned with the student's field. Focuses on sustainable development projects.

3. **Follow-Up and Reflection**:
   - Follow-up classes and three global team meetings to share progress and experiences.
   - Post-project weeks involve presentations, report finalization, and promotional activities.

4. **Assessment**: 
   - Based on action plans, presentations, reports, peer feedback, reflection portfolios with oral exams, and public support activities.

5. **Resources**:
   - Prescribed readings include works by Nunez Raya Nunez-Mahdi and Popma for intercultural understanding.
   - Additional materials accessible via Alluris (HAN students) or Kiesopmaat (external students).

6. **Application Process**:
   - Two-step process: Apply for a project destination and register for the minor.
   - Deadlines in March and September for Semester 1 and 2 respectively.
   - Accepts up to six external students.

7. **Outcome**:
   - Combines practical experience with academic learning, fostering both hard and soft skills for global careers.

This program offers a unique blend of education and experiential learning, preparing students for future challenges in a globalized world."
Global Health; Health en Community Development,https://minoren-han.nl/en/603-global-health-health-en-community-development,"The Global Health and Community Development minor at Han University in Nijmegen offers a 30-credit program focusing on developing community-based health projects. It combines intercultural communication, creativity, and project management skills with global health concepts, preparing students for international teamwork and real-world health interventions aligned with the UN SDGs."
Global perspectives on human rights (full-time),https://minoren-han.nl/en/661-global-perspectives-on-human-rights-full-time,"The Global Perspectives on Human Rights minor focuses on developing a deep understanding of human rights from a global, intersectional, and interdisciplinary perspective. It emphasizes analyzing key themes such as gender, environmental justice, and socio-economic rights, while building practical skills through fieldwork and international organization interactions. Competencies include critical thinking, research, presentation, communication, and intercultural sensitivity."
Happy Healthy Work Life,https://minoren-han.nl/en/380-happy-healthy-work-life,"The ""Happy Healthy Work Life"" minor at HAN is designed for students seeking to enhance their understanding of sustainable employability within organizations. It combines insights from applied psychology, HRM, and Learning & Development, focusing on creating a positive and productive work environment.

**Main Objectives:**
- Develop an integral vision on sustainable employability.
- Conduct research to identify effective interventions for workplace issues.
- Advise clients on strategies to improve organizational health and employee well-being.
- Reflect on personal actions based on values and ethics.
- Present solutions effectively through innovative methods like design thinking.

**Skills Developed:**
- Critical thinking and problem-solving
- Communication and teamwork abilities
- Design thinking methodologies for innovative solutions
- Self-organization and time management

**Key Domains and Technologies:**
- Organizational psychology theories and practices
- HR strategies for employee well-being
- Change management techniques
- Use of digital tools for research, collaboration, and data analysis

This minor is ideal for students aiming to contribute positively to workplace dynamics, fostering both individual and organizational well-being. It emphasizes practical application through real-world projects, requiring collaborative and independent work."
Health & Performance @Work,https://minoren-han.nl/en/658-health-performance-work,"**Summary:**  
This minor prepares students to become junior health and performance advisors, focusing on promoting workplace health and vitality. It emphasizes developing skills in designing health interventions, analyzing organizational needs, and conducting research to support sustainable employability and productivity. The program integrates knowledge of workplace health factors, organizational strategies, and practical tools for advising within various contexts."
Health Professionals in International Perspective,https://minoren-han.nl/en/288-health-professionals-in-international-perspective,"The ""Health Professionals in International Perspective"" program at HAN University in Nijmegen focuses on enhancing global health professional skills through intercultural communication, research, and innovation. It targets students with a background in nutrition, physiotherapy, occupational therapy, oral health, or speech therapy, requiring English proficiency (B2 listening/reading, B1 writing/speaking) and basic research skills. The curriculum includes developing international health practices, analyzing guidelines across cultures, and creating digital tools for trending health topics, supported by group work and company visits. Enrollment is managed through Alluris for HAN students and Kiesopmaat for others, with a note on re-subscription policies and the importance of timely enrollment to secure spots."
High Care moeder en kind,https://minoren-han.nl/en/456-high-care-moeder-en-kind,"**Summary:**  
The High Care Mother & Child minor at HAN is tailored for HBO-Verpleegkunde students seeking to specialize in obstetric high-care, neonatal, or pediatric intensive care. This 30-EC program combines theoretical learning with 11 weeks of practical internship in settings like neonatal ICUs or maternal care units. It focuses on clinical reasoning, managing vital functions in high-stress scenarios, and staying updated with technological advancements. The curriculum covers topics such as obstetrics, neonatology, respiratory, and neurological aspects of pediatrics, preparing students for specialized roles. Students must have prior relevant clinical experience, typically half a year, and are assessed through a theoretical exam and profiling interview. This program aims to equip students with the skills needed for immediate job readiness in these critical care areas."
High Care theorie,https://minoren-han.nl/en/575-high-care-theorie,"The Critical Care Nursing minor is designed to provide students with advanced knowledge and skills in the field of critical care nursing. This program focuses on preparing motivated HBOV (Higher Vocational Education) students for work in acute and intensive care settings, either with mothers and children or adult patients.

### Key Points of the Program:
1. **Duration**: The minor is a one-semester program offered twice per year.
2. **Structure**:
   - The curriculum combines medical and nursing aspects, including theoretical knowledge and practical training.
   - Key topics include advanced life support (ALS), hemodynamic monitoring, and evidence-based practices in critical care.
3. **Requirements for Enrollment**:
   - Students must be in their 4th year of HBOV studies.
   - They should have a minimum of six months of relevant clinical experience on a hospital’s intensive care unit or similar.
   - A written motivation letter and successful interview are required.
4. **Examination**:
   - The program includes both a theoretical test (case-based) and a profile interview, which evaluates practical skills and a proposal for technological innovations in critical care.
5. **Workload**:
   - Students follow an intensive schedule with a mix of lectures, simulations, exercises, and self-study.
6. **Literature**:
   - The program uses a combination of Dutch and English academic resources.
7. **Enrollment Process**:
   - HAN students can apply via Alluris.
   - Non-HAN students must create an account on Kies op Maat to enroll.

This minor is ideal for motivated students looking to enhance their skills in critical care and advance their careers in specialized nursing."
High Care volwassene,https://minoren-han.nl/en/458-high-care-volwassene,"The Minor High Care Volwassene is a full-time program offered by HAN, focusing on developing advanced acute and intensive care skills for adult patients. It emphasizes CRM tools, systematic patient assessment (ABCDE), simulation training, case studies, and practical experience through a clinical stage. The program bridges foundational nursing education with specialized care, preparing students for roles in high-care settings such as IC, CCU, SEH, or ambulance services, enhancing their readiness for further studies or professional careers."
HR Analytics Analyse...Advise...Act!,https://minoren-han.nl/en/391-hr-analytics-analyse-advise-act,"This program focuses on developing skills in HR analytics, data-driven decision-making, and advising on impactful workforce strategies. It combines theoretical knowledge with practical projects, leveraging tools for analyzing and visualizing data to optimize human resource management and organizational performance."
"Huiselijk Geweld & Kindermishandeling. Veiligheid
                          vergroten achter en voor de voordeur (deeltijd)",https://minoren-han.nl/en/619-huiselijk-geweld-kindermishandeling-veiligheid-vergroten-achter-en-voor-de-voordeur-deeltijd,"This part-time minor focuses on enhancing safety both inside and outside the home, preparing professionals in social work, education, and care to identify and address domestic violence and child abuse. It aims to develop skills in signaling, preventing, and analyzing these issues while fostering collaboration and ethical practice."
"Huiselijk Geweld & Kindermishandeling. Veiligheid
                          vergroten achter en voor de voordeur (voltijd)",https://minoren-han.nl/en/634-huiselijk-geweld-kindermishandeling-veiligheid-vergroten-achter-en-voor-de-voordeur-voltijd,"The program aims to enhance safety both inside and outside the home by developing skills in recognizing and addressing domestic violence and child abuse, understanding relevant legislation, and fostering collaboration with professionals. The focus is on practical interventions, signal detection, and long-term safety strategies."
Ieder kind uniek,https://minoren-han.nl/en/590-ieder-kind-uniek,"**Summary: Minor ""Ieder kind uniek"" at Han de Bril**

This 30-credit, full-time minor (September 2025 to January 2026) focuses on developing skills as a kinderprofessional. It aims to enhance students' understanding of child health, well-being, and participation, as well as their ability to collaborate in interprofessional teams. Key objectives include improving specialized knowledge, innovative thinking, and professional identity.

The program combines theoretical learning with practical experience through internships or placements, ensuring hands-on skill development. Targeting HBO students in their third or fourth year, it prepares future professionals for diverse child-related fields by addressing complex issues such as behavioral changes, self-management, communication, and more."
Innovatie in Zorg & Welzijn,https://minoren-han.nl/en/665-innovatie-in-zorg-welzijn,"**Innovatie in Zorg & Welzijn (Nijmegen) equips students with expertise in integrating technology into healthcare and welfare. Focus on solving real-world challenges using tools like robotics, wearables, VR, and apps, while fostering teamwork and ambassadorship to advocate for technological solutions.**"
"Instrumental Analyses of Micro and Macro
                          components",https://minoren-han.nl/en/559-instrumental-analyses-of-micro-and-macro-components,"This minor focuses on analyzing biological samples and food products using techniques such as HPLC, GC-MS, AAS, and electrochemical methods. Students develop skills in method development, quality assurance, and presenting research findings. Key domains include analytical chemistry, organic chemistry, bioanalysis, chromatography, spectroscopy, electrochemistry, and chemometrics."
"Instrumentele Analyse van Micro- en
                          Macrocomponenten",https://minoren-han.nl/en/560-instrumentele-analyse-van-micro-en-macrocomponenten,"**Program Summary:**  
This program focuses on analyzing micro and macro components in biological samples using advanced instrumental techniques. Students develop expertise in chromatography, spectroscopy, and electrochemistry while conducting applied research in food analysis."
"Interactie tussen Mens, Plant en Microorganisme A1",https://minoren-han.nl/en/555-interactie-tussen-mens-plant-en-microorganisme-a1,"This program explores interactions between humans, plants, and microorganisms, focusing on their biological, medical, and practical implications. Key domains include plant biology, human anatomy, microbiology, and immunology. Students develop research, analytical, and presentation skills through experiments and projects, preparing them for roles in scientific research and discovery."
"Interactie tussen Mens, Plant en Microorganisme A2",https://minoren-han.nl/en/556-interactie-tussen-mens-plant-en-microorganisme-a2,"**Interactie tussen Mens, Plant en Microorganisme A2** is a 30-credit program focusing on plant and microbial interactions, immunology, and human biology, emphasizing research skills and multidisciplinary teamwork. The key domains include microbiology, plant biology, histology, immunology, and lab techniques."
"Interaction between Human, Plant and Microorganism
                          A1",https://minoren-han.nl/en/557-interaction-between-human-plant-and-microorganism-a1,"This minor focuses on understanding interactions between human, plant, and microorganism, developing skills in life science research, experimentation, data analysis, project management, and communication. Key domains include plant biology, microbiology, immunology, and molecular biology techniques."
"Interaction between Human, Plant and Microorganism
                          A2",https://minoren-han.nl/en/558-interaction-between-human-plant-and-microorganism-a2,"The ""Interaction Between Human, Plant and Microorganism"" minor explores plant biology, microbiology, and immunology, focusing on signaling mechanisms, histology, and antibiotic resistance. It aims to enhance research planning, collaboration, writing, and presentation skills through interdisciplinary studies."
Intercultureel werken,https://minoren-han.nl/en/41-intercultureel-werken,"The Intercultureel werken minor at HAN focuses on developing intercultural competencies, fostering inclusivity, and preparing students to work effectively with diverse groups. It combines theoretical knowledge with practical skills, such as creating inclusive activities and conducting cultural sensitivity training, emphasizing co-creation and innovation in diverse settings."
Internationalisation,https://minoren-han.nl/en/92-internationalisation,"**Program Summary: Internationalisation Exchange Course**

This one-year program at HAN University of Applied Sciences in Nijmegen focuses on developing an international perspective in healthcare. Students gain expertise in global issues, cultural differences, and public health through a combination of academic study and work placements or research abroad. The curriculum emphasizes skills like cross-cultural communication and healthcare policy improvement.

**Key Domains:**  
- **Healthcare**: Focuses on delivering care in diverse settings.
- **Globalization**: Explores international development and its impact.
- **Cultural Acclimatization**: Understands cultural norms and their influence on health practices.

The program is designed for health-related students seeking to enhance their professional skills and understanding of global healthcare challenges."
"Interventiekunde: procesgericht werken in
                          organisaties",https://minoren-han.nl/en/395-interventiekunde-procesgericht-werken-in-organisaties,"The minor *Interventiekunde: procesgericht werken in organisaties* focuses on developing skills as an interventiekundige, enabling you to analyze and enhance organizational learning processes. Key domains include systems thinking, group dynamics, and ethical considerations, with practical application through simulations and real-world interventions."
Jeugd en Gezin,https://minoren-han.nl/en/190-jeugd-en-gezin,"The **minor Jeugd en Gezin** at HAN University of Applied Sciences focuses on youth and family law, covering topics such as family rights, juvenile criminal law, child protection, inheritance, estate planning, mediation, and fiscal law. The program aims to develop communication, analytical, advisory, and decision-making skills, preparing students for careers in legal fields related to families and youth. It is structured as a block minor offered once or twice a year, combining lectures, group assignments, and practical exercises, such as role-playing simulations."
Kunst en cultuur,https://minoren-han.nl/en/490-kunst-en-cultuur,"The ""Kunst en cultuur"" minor at HAN University of Applied Sciences is designed to provide students with a comprehensive understanding of art and culture. The program focuses on developing skills in cultural coordination, including designing educational programs and organizing events. Key activities include field trips, interactive experiences at museums and theaters, and practical assignments such as creating exhibitions or festivals. Students will also compile a portfolio as part of their final evaluation."
Lean Management (deeltijd),https://minoren-han.nl/en/667-lean-management-deeltijd,"The Lean Management part-time program focuses on enhancing process efficiency through Lean principles and QRM. It equips students with skills to lead and manage improvement projects, emphasizing continuous learning and effective problem-solving in organizational contexts."
Lees je rijk,https://minoren-han.nl/en/632-lees-je-rijk,"**Lees je rijk** is een verdiepende minor voor pedagogische studenten en lerarenopleiders. De focus ligt op het verbeteren van lezen en literaire competentie door rijke teksten te gebruiken, met als doel sterk lees-/taalonderwijs ontwerpen en implementeren. De leeruitkomsten bevorderen kritisch denken, curriculumontwikkeling en de integratie van taaldomeinen zoals lezen, luisteren, spreken en schrijven in het onderwijs. De minor benadruist ook samenwerking met collega's en praktisch werken door actieonderzoek en praktijkproblemen aan tepakken."
Leiderschap in het onderwijs,https://minoren-han.nl/en/491-leiderschap-in-het-onderwijs,"**Summary:** This program, ""Leiderschap in het onderwijs,"" focuses on developing leadership skills for educational settings, blending theoretical knowledge with practical experience. It covers school organization, communication, leadership styles, and strategies for change, aiming to enhance participants' ability to lead effectively within educational organizations. The key domains include education governance, organizational dynamics, and communication strategies."
Leiderschap in zorg en dienstverlening (deeltijd),https://minoren-han.nl/en/273-leiderschap-in-zorg-en-dienstverlening-deeltijd,"This part-time program in Nijmegen focuses on developing leadership skills for professionals in healthcare and service sectors. It aims to enhance personal leadership, foster collaboration, and inspire innovative solutions through group work, simulations, and real-world assignments. The curriculum blends online learning with on-campus sessions, using resources like books and articles. Students create a portfolio showcasing innovation, leadership growth, and network development, potentially creditable toward a full Management in Zorg degree."
"Leidinggeven aan professionals in zorg en welzijn
                          (voltijd)",https://minoren-han.nl/en/166-leidinggeven-aan-professionals-in-zorg-en-welzijn-voltijd,"**Summary:** This part-time program prepares students for leadership roles in care and well-being by developing management and communication skills through expert lessons, group projects, and real-world challenges. Focus areas include leadership, innovation, and personal growth within the healthcare and social services sectors."
Leraar worden in het PO,https://minoren-han.nl/en/478-leraar-worden-in-het-po,"The minor ""Leraar worden in het PO"" prepares HBO students to become primary educators by integrating theoretical knowledge with practical teaching experience. It focuses on child development, active learning methods, subject integration, lesson design, and pedagogical skills, supported by stage placements and group work."
Leren en veranderen met technologie,https://minoren-han.nl/en/409-leren-en-veranderen-met-technologie,"The minor ""Leren en veranderen met technologie"" focuses on developing expertise in designing and implementing learning strategies within organizations using technology, including e-learning tools and blended learning approaches. Students gain practical experience through project-based learning with a focus on EdTech innovations like virtual reality, while also enhancing their professional competencies in analysis, advice, and reflection."
Leren voor het leven,https://minoren-han.nl/en/492-leren-voor-het-leven,"This minor focuses on developing critical thinking, reflection, and communication skills through spiritualiteit, religie, and filosofie, preparing students for careers related to people and society. Key domains include personal development and cultural understanding."
Lightweight Structural Vehicle Design (full-time),https://minoren-han.nl/en/637-lightweight-structural-vehicle-design-full-time,"The Lightweight Structural Vehicle Design minor offers a full-time, English-language course starting September 2025 through January 30, 2026, at HAN University in Arnhem. Designed for technical Bachelor students (Mechanical Engineering, Automotive, Aeronautical, etc.), this specialized program focuses on lightweight vehicle design, utilizing advanced materials and software like Abaqus. It emphasizes theoretical knowledge alongside practical skills through FEA, composite material applications, and company visits. Key objectives include developing expertise in designing load-bearing structures, researching solutions, collaborating in multidisciplinary teams, and managing personal growth. The program requires a strong English proficiency and is aimed at students seeking to enhance their engineering skills in a dynamic field with significant industry engagement."
Lint minor Verpleegkunde,https://minoren-han.nl/en/437-lint-minor-verpleegkunde,"The ""Lint minor Verpleegkunde"" focuses on enhancing clinical skills, innovating care solutions, and applying knowledge directly in practice. Key domains include healthcare, with an emphasis on vulnerable patients and complex care scenarios, utilizing technologies like clinical reasoning (ABCDE method), CRM, and simulation training."
Low Ec High Tech (voltijd),https://minoren-han.nl/en/595-low-ec-high-tech-voltijd,"**Summary:**  
The Low EC High Tech minor offers a part-time (voltijd) course in Dutch, focusing on integrating sustainable practices (LOW EC) with advanced technical skills (HIGH TECH). Students work on large projects, attend workshops, and go on excursions. The curriculum includes developing critical thinking, understanding sustainable design, and combining architecture, engineering, and management. Suitable for students looking to broaden or deepen their knowledge in building technologies. Applications are managed through Alluris for HAN students and Kiesopmaat.nl for others."
Machinebouw (deeltijd),https://minoren-han.nl/en/223-machinebouw-deeltijd,"The **Machinebouw (part-time)** program focuses on designing complex machines and equipment, emphasizing reliability, durability, and human-machine interaction. It combines theoretical knowledge with practical project work, using tools like CAD and computational software to develop solutions for external clients. The program is structured to enhance problem-solving skills and prepare students for advanced projects."
Machinebouw (voltijd),https://minoren-han.nl/en/224-machinebouw-voltijd,"The Machinebouw (voltijd) minor offers a full-time, small-group program focusing on designing complex, dynamically loaded machinery and its interaction with humans. It combines group projects for external clients with individual assessments, emphasizing skills in analyzing client needs, creating design packages, performing EEM analyses, and managing complex projects using tools like SolidWorks or Siemens NX. The curriculum is rooted in mechanical engineering, production automation, agricultural techniques, process engineering, and robotics, preparing students for advanced technical assignments."
Medische diagnostiek: Cytologie en Histopathologie,https://minoren-han.nl/en/635-medische-diagnostiek-cytologie-en-histopathologie,"The program ""Medische Diagnostiek: Cytologie en Histopathologie"" focuses on expanding and deepening knowledge in cytology and histopathology. It emphasizes molecular biology, immunology, and advanced microscopy techniques such as light microscopy, CLSM, and electron microscopy. Key skills include research abilities, quality control, report writing, and project management, preparing students for innovation and participation in research."
Medische diagnostiek: Medische Microbiologie,https://minoren-han.nl/en/636-medische-diagnostiek-medische-microbiologie,"The program is a 30-credit minor focused on medical microbiology diagnostics, blending theoretical knowledge with practical techniques such as bacteriology, virology, and molecular diagnostics, emphasizing independent research and diagnostic accuracy."
"Mens, Gebouw en Omgeving",https://minoren-han.nl/en/453-mens-gebouw-en-omgeving,"The ""Mens, Gebouw en Omgeving"" minor focuses on optimizing housing and organizational environments through Facility Management and related fields like Architecture and Ergonomics. It emphasizes practical projects, sustainable building, and communication skills, preparing students for roles in improving built spaces.

**Summary:** The program enhances skills in analyzing and optimizing housing and work environments through Facility Management principles, with an emphasis on sustainability, architecture, health aspects, and effective communication."
Mobile Robotics (full-time),https://minoren-han.nl/en/473-mobile-robotics-full-time,"The Mobile Robotics program at HAN in Arnhem equips students with advanced skills in developing autonomous robotic solutions, focusing on ROS2, machine learning, and electronics. Students engage in multidisciplinary projects to design and validate mobile robotics systems, enhancing their ability to analyze, design, and implement real-world applications across various domains."
Moleculair & biochemisch onderzoek A1,https://minoren-han.nl/en/561-moleculair-biochemisch-onderzoek-a1,"**Summary:** This minor focuses on molecular biology principles, including DNA analysis, cloning, protein expression, and characterization. Key technologies include PCR, cloning, bacterial cell culture, and protein purification techniques. The program aims to develop research planning skills and proficiency in molecular techniques, preparing students for roles in biomedical research."
Moleculair & biochemisch onderzoek A2,https://minoren-han.nl/en/562-moleculair-biochemisch-onderzoek-a2,"**Program Summary:** This minor focuses on molecular biology techniques, emphasizing DNA analysis, gene expression, and protein study. Key technologies include PCR, cloning, bacterial cell culture, and protein purification. Students will gain skills in experimental planning, data interpretation, and scientific communication, preparing them for advancements in biomedical research."
Molecular and Biochemical research A1,https://minoren-han.nl/en/563-molecular-and-biochemical-research-a1,"This minor focuses on molecular and biochemical research, equipping students with skills in conducting life science research, experimental design, data analysis, quality control, management, administration, reporting, presentation, and project-based work. Key technologies include PCR, cloning, bacterial cell culture, protein purification, enzyme kinetics, and protein determination within the domains of DNA, genes, proteins, genetic analysis, and molecular biology techniques."
Molecular and Biochemical research A2,https://minoren-han.nl/en/564-molecular-and-biochemical-research-a2,"**Summary:** This minor focuses on advanced genetic analysis and protein research. Students develop skills in techniques like PCR and cloning, with an emphasis on conducting life science research, data interpretation, and professional communication. It is designed for students in their second year of a Life Sciences degree, offering both semesters availability."
Molecular Plant Biology,https://minoren-han.nl/en/571-molecular-plant-biology,"**Molecular Plant Biology minor** at HAN Nijmegen (September 2025 - January 30, 2026) focuses on advanced molecular techniques such as CRISPR-Cas9, plant cell culture, and functional genomics. It equips students with practical skills for experiments on gene expression, metabolites, and plant transformation, while exploring topics like plant evolution, genetics, and interactions. Admission requires at least two years of lab experience in biology-related fields."
